Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (15355592),Christian McCaffrey,15355592,RB/FLEX,10000,CAR@TB 09/20/2020 01:00PM ET,CAR,30.95
RB,Saquon Barkley (15355594),Saquon Barkley,15355594,RB/FLEX,8400,NYG@CHI 09/20/2020 01:00PM ET,NYG,19.7
RB,Ezekiel Elliott (15355596),Ezekiel Elliott,15355596,RB/FLEX,8200,ATL@DAL 09/20/2020 01:00PM ET,DAL,20.92
QB,Lamar Jackson (15355524),Lamar Jackson,15355524,QB,8200,BAL@HOU 09/20/2020 04:25PM ET,BAL,29.85
WR,Davante Adams (15355828),Davante Adams,15355828,WR/FLEX,8100,DET@GB 09/20/2020 01:00PM ET,GB,20.96
RB,Derrick Henry (15355598),Derrick Henry,15355598,RB/FLEX,7900,JAX@TEN 09/20/2020 01:00PM ET,TEN,21.63
WR,DeAndre Hopkins (15355830),DeAndre Hopkins,15355830,WR/FLEX,7700,WAS@ARI 09/20/2020 04:05PM ET,ARI,19.08
QB,Patrick Mahomes (15355525),Patrick Mahomes,15355525,QB,7700,KC@LAC 09/20/2020 04:25PM ET,KC,24.56
RB,Dalvin Cook (15355600),Dalvin Cook,15355600,RB/FLEX,7600,MIN@IND 09/20/2020 01:00PM ET,MIN,21.62
WR,Tyreek Hill (15355832),Tyreek Hill,15355832,WR/FLEX,7500,KC@LAC 09/20/2020 04:25PM ET,KC,16.51
WR,Julio Jones (15355834),Julio Jones,15355834,WR/FLEX,7400,ATL@DAL 09/20/2020 01:00PM ET,ATL,19.47
RB,Clyde Edwards-Helaire (15355602),Clyde Edwards-Helaire,15355602,RB/FLEX,7400,KC@LAC 09/20/2020 04:25PM ET,KC,0
WR,Adam Thielen (15355836),Adam Thielen,15355836,WR/FLEX,7200,MIN@IND 09/20/2020 01:00PM ET,MIN,12.47
RB,Aaron Jones (15355604),Aaron Jones,15355604,RB/FLEX,7100,DET@GB 09/20/2020 01:00PM ET,GB,21.09
WR,Chris Godwin (15355838),Chris Godwin,15355838,WR/FLEX,7000,CAR@TB 09/20/2020 01:00PM ET,TB,21.01
TE,Travis Kelce (15356178),Travis Kelce,15356178,TE/FLEX,7000,KC@LAC 09/20/2020 04:25PM ET,KC,17.27
QB,Aaron Rodgers (15355526),Aaron Rodgers,15355526,QB,6900,DET@GB 09/20/2020 01:00PM ET,GB,18.81
RB,James Conner (15355606),James Conner,15355606,RB/FLEX,6800,DEN@PIT 09/20/2020 01:00PM ET,PIT,14.95
QB,Dak Prescott (15355527),Dak Prescott,15355527,QB,6800,ATL@DAL 09/20/2020 01:00PM ET,DAL,23.24
WR,Calvin Ridley (15355840),Calvin Ridley,15355840,WR/FLEX,6800,ATL@DAL 09/20/2020 01:00PM ET,ATL,15.62
TE,George Kittle (15356180),George Kittle,15356180,TE/FLEX,6700,SF@NYJ 09/20/2020 01:00PM ET,SF,14.51
WR,Cooper Kupp (15355842),Cooper Kupp,15355842,WR/FLEX,6700,LAR@PHI 09/20/2020 01:00PM ET,LAR,17.84
QB,Josh Allen (15355528),Josh Allen,15355528,QB,6700,BUF@MIA 09/20/2020 01:00PM ET,BUF,19.35
QB,Matt Ryan (15355529),Matt Ryan,15355529,QB,6600,ATL@DAL 09/20/2020 01:00PM ET,ATL,21.29
QB,Tom Brady (15355530),Tom Brady,15355530,QB,6500,CAR@TB 09/20/2020 01:00PM ET,TB,17.36
